Fecha,Hora,Generación Nacional,Importación,Exportación,Temperatura
08/03/2017,1,447.47,167.90,0.00,23.0
08/03/2017,2,428.74,170.10,2.18,22.5
08/03/2017,3,425.40,167.91,0.00,21.5
08/03/2017,4,442.74,168.00,0.00,21.0
08/03/2017,5,495.38,168.04,0.00,21.5
08/03/2017,6,503.62,193.10,0.00,22.0
08/03/2017,7,507.97,274.32,0.00,23.0
08/03/2017,8,609.78,287.55,0.00,25.0
08/03/2017,9,667.67,288.40,0.00,27.0
08/03/2017,10,712.53,288.33,0.00,29.0
08/03/2017,11,734.71,288.43,0.00,31.0
08/03/2017,12,708.48,288.33,0.00,32.5
08/03/2017,13,739.77,288.49,0.00,33.0
08/03/2017,14,760.04,288.09,0.00,33.0
08/03/2017,15,743.11,288.13,0.00,32.0
08/03/2017,16,690.40,261.41,0.00,30.0
08/03/2017,17,598.13,264.82,0.00,28.5
08/03/2017,18,824.80,81.56,0.00,27.5
08/03/2017,19,874.31,73.03,0.00,27.0
08/03/2017,20,835.37,72.82,0.00,27.0
08/03/2017,21,760.88,67.09,0.00,26.5
08/03/2017,22,541.88,198.02,0.00,26.0
08/03/2017,23,475.86,197.93,0.00,25.5
09/03/2017,0,467.75,168.41,0.00,25.5
09/03/2017,1,448.24,167.98,0.00,24.5
09/03/2017,2,433.32,168.33,0.00,23.5
09/03/2017,3,428.40,168.32,0.00,22.0
09/03/2017,4,443.54,168.44,0.00,20.5
09/03/2017,5,481.80,168.33,0.00,20.0
09/03/2017,6,432.37,267.21,0.00,20.5
09/03/2017,7,508.31,257.44,0.00,21.0
09/03/2017,8,593.72,287.83,0.00,22.5
09/03/2017,9,651.96,287.82,0.00,25.0
09/03/2017,10,692.40,279.06,0.00,27.0
09/03/2017,11,727.91,274.05,0.00,29.0
09/03/2017,12,713.76,271.97,0.00,30.0
09/03/2017,13,747.35,275.80,0.00,30.5
09/03/2017,14,755.11,280.64,0.00,31.5
09/03/2017,15,741.62,274.27,0.00,31.5
09/03/2017,16,674.56,271.10,0.00,31.0
09/03/2017,17,565.37,287.81,0.00,30.0
09/03/2017,18,820.77,78.99,0.00,28.5
09/03/2017,19,873.20,70.82,0.00,27.0
09/03/2017,20,836.13,70.82,0.00,25.5
09/03/2017,21,744.55,88.75,0.00,25.0
09/03/2017,22,539.29,197.53,0.00,25.0
09/03/2017,23,475.47,197.51,0.00,24.5
10/03/2017,0,466.16,168.15,0.00,23.5
10/03/2017,1,449.52,168.17,0.00,23.0
10/03/2017,2,435.14,168.18,0.00,22.5
10/03/2017,3,434.64,168.20,0.00,21.5
10/03/2017,4,445.07,168.21,0.00,20.5
10/03/2017,5,500.07,167.99,0.00,20.0
10/03/2017,6,473.07,227.32,0.00,20.5
10/03/2017,7,488.54,284.66,0.00,21.0
10/03/2017,8,598.28,288.31,0.00,22.5
10/03/2017,9,664.26,271.22,0.00,25.0
10/03/2017,10,682.10,281.66,0.00,26.5
10/03/2017,11,723.18,283.71,0.00,27.5
10/03/2017,12,706.39,281.97,0.00,28.5
10/03/2017,13,718.96,287.90,0.00,30.0
10/03/2017,14,732.55,287.86,0.00,30.5
10/03/2017,15,712.45,287.88,0.00,30.0
10/03/2017,16,636.44,284.07,0.00,30.0
10/03/2017,17,577.57,270.21,0.00,30.0
10/03/2017,18,823.62,70.82,0.00,29.0
10/03/2017,19,858.62,73.82,0.00,27.0
10/03/2017,20,825.14,68.82,0.00,26.0
10/03/2017,21,732.78,95.82,0.00,26.0
10/03/2017,22,543.29,197.83,0.00,26.0
10/03/2017,23,483.23,198.05,0.00,25.5
11/03/2017,0,463.28,166.91,0.00,24.0
11/03/2017,1,445.04,167.01,0.00,23.0
11/03/2017,2,434.18,167.13,0.00,22.5
11/03/2017,3,427.76,167.18,0.00,21.5
11/03/2017,4,432.82,167.03,0.00,21.0
11/03/2017,5,450.18,167.49,0.00,21.0
11/03/2017,6,347.74,282.60,0.00,21.5
11/03/2017,7,418.94,279.37,0.00,22.0
11/03/2017,8,501.62,279.90,0.00,23.0
11/03/2017,9,555.24,279.88,0.00,25.0
11/03/2017,10,579.97,279.80,0.00,26.5
11/03/2017,11,600.04,269.86,0.00,28.0
11/03/2017,12,564.25,269.92,0.00,30.0
11/03/2017,13,541.79,269.96,0.00,32.0
11/03/2017,14,531.06,270.28,0.00,32.0
11/03/2017,15,511.11,270.36,0.00,30.0
11/03/2017,16,482.50,270.04,0.00,28.0
11/03/2017,17,456.33,280.04,0.00,27.0
11/03/2017,18,727.77,92.82,0.00,27.0
11/03/2017,19,768.70,90.82,0.00,26.0
11/03/2017,20,736.92,84.73,0.00,25.5
11/03/2017,21,662.83,94.82,0.00,25.5
11/03/2017,22,520.66,166.47,0.00,25.0
11/03/2017,23,465.31,166.56,0.00,24.5
12/03/2017,0,422.56,166.98,0.00,24.0
12/03/2017,1,404.60,167.04,0.00,23.5
12/03/2017,2,385.32,167.10,0.00,22.5
12/03/2017,3,376.02,167.13,0.00,21.5
12/03/2017,4,377.40,167.15,0.00,21.0
12/03/2017,5,391.64,167.03,0.00,21.0
12/03/2017,6,384.60,167.21,0.00,21.0
12/03/2017,7,420.77,167.66,0.00,21.0
12/03/2017,8,422.57,207.26,0.00,22.0
12/03/2017,9,420.20,249.86,0.00,24.5
12/03/2017,10,436.46,259.64,0.00,26.5
12/03/2017,11,452.85,252.48,0.00,28.0
12/03/2017,12,459.12,249.75,0.00,30.0
12/03/2017,13,460.44,250.18,0.00,31.0
12/03/2017,14,463.72,250.14,0.00,31.5
12/03/2017,15,449.56,258.01,0.00,32.5
12/03/2017,16,427.27,260.10,0.00,31.0
12/03/2017,17,403.13,287.18,0.00,29.0
12/03/2017,18,677.80,110.82,0.00,28.0
12/03/2017,19,727.54,110.82,0.00,26.0
12/03/2017,20,705.25,110.82,0.00,24.5
12/03/2017,21,627.46,114.27,0.00,24.0
12/03/2017,22,487.94,167.98,0.00,23.5
12/03/2017,23,433.61,168.10,0.00,22.5
13/03/2017,0,405.73,168.12,0.00,22.0
13/03/2017,1,389.07,168.12,0.00,22.0
13/03/2017,2,377.55,168.18,0.00,22.0
13/03/2017,3,376.86,168.14,0.00,22.0
13/03/2017,4,395.26,168.15,0.00,22.0
13/03/2017,5,446.25,168.19,0.00,22.0
13/03/2017,6,482.38,196.18,0.00,22.0
13/03/2017,7,545.84,223.39,0.00,22.0
13/03/2017,8,593.26,279.24,0.00,22.0
13/03/2017,9,664.19,267.16,0.00,22.5
13/03/2017,10,702.27,253.37,0.00,23.5
13/03/2017,11,705.13,275.23,0.00,24.5
13/03/2017,12,698.14,268.44,0.00,26.0
13/03/2017,13,724.40,270.79,0.00,28.0
13/03/2017,14,752.91,273.95,0.00,29.5
13/03/2017,15,758.41,252.49,0.00,30.5
13/03/2017,16,669.87,262.49,0.00,30.5
13/03/2017,17,580.27,268.81,0.00,30.0
13/03/2017,18,810.24,91.82,0.00,30.0
13/03/2017,19,838.54,104.68,0.00,29.5
13/03/2017,20,809.88,100.82,0.00,27.5
13/03/2017,21,738.46,97.82,0.00,25.5
13/03/2017,22,539.16,197.53,0.00,25.0
13/03/2017,23,476.98,198.09,0.00,25.0
14/03/2017,0,463.45,167.45,0.00,25.0
14/03/2017,1,444.66,167.57,0.00,24.5
14/03/2017,2,446.05,167.72,0.00,23.5
14/03/2017,3,542.04,158.10,97.03,22.5
14/03/2017,4,492.88,167.71,0.00,22.0
14/03/2017,5,612.87,158.10,96.88,22.0
14/03/2017,6,641.38,158.10,97.06,22.5
14/03/2017,7,511.40,287.88,0.00,23.0
14/03/2017,8,596.49,288.69,0.00,23.5
14/03/2017,9,640.92,288.67,0.00,25.0
14/03/2017,10,673.50,288.40,0.00,26.5
14/03/2017,11,691.27,288.74,0.00,28.5
14/03/2017,12,667.18,288.70,0.00,30.5
14/03/2017,13,698.70,288.72,0.00,31.5
14/03/2017,14,712.47,282.95,0.00,31.5
14/03/2017,15,702.57,282.38,0.00,31.5
14/03/2017,16,636.10,281.52,0.00,31.5
14/03/2017,17,562.54,281.23,0.00,30.5
14/03/2017,18,798.26,105.53,0.00,29.5
14/03/2017,19,824.76,105.69,0.00,29.0
14/03/2017,20,773.32,105.63,0.00,27.5
14/03/2017,21,674.33,124.78,0.00,25.5
14/03/2017,22,517.46,197.97,0.00,24.5
14/03/2017,23,456.47,197.83,0.00,23.5
15/03/2017,0,442.35,167.74,0.00,23.0
15/03/2017,1,425.93,167.78,0.00,23.0
15/03/2017,2,418.52,167.70,0.00,22.5
15/03/2017,3,422.81,167.68,0.00,21.5
15/03/2017,4,436.22,167.68,0.00,21.0
15/03/2017,5,491.98,167.88,0.00,21.0
15/03/2017,6,423.46,274.46,0.00,21.0
15/03/2017,7,482.34,287.95,0.00,20.5
15/03/2017,8,572.10,289.09,0.00,21.0
15/03/2017,9,626.07,289.04,0.00,23.0
15/03/2017,10,669.52,288.97,0.00,25.5
15/03/2017,11,691.85,289.02,0.00,28.0
15/03/2017,12,672.51,288.94,0.00,29.5
15/03/2017,13,700.37,289.07,0.00,30.5
15/03/2017,14,730.40,288.77,0.00,30.5
15/03/2017,15,706.53,288.70,0.00,30.5
15/03/2017,16,643.40,271.83,0.00,30.5
15/03/2017,17,557.73,272.28,0.00,29.0
15/03/2017,18,757.45,130.55,0.00,27.5
15/03/2017,19,793.46,124.26,0.00,26.0
15/03/2017,20,769.00,112.06,0.00,24.5
15/03/2017,21,673.51,133.44,0.00,24.0
15/03/2017,22,524.30,197.76,0.00,23.5
15/03/2017,23,469.07,197.67,0.00,23.0
16/03/2017,0,470.74,167.40,0.00,23.0
16/03/2017,1,452.09,167.37,0.00,23.0
16/03/2017,2,427.76,167.43,0.00,22.5
16/03/2017,3,429.80,167.40,0.00,21.5
16/03/2017,4,445.27,167.66,0.00,21.0
16/03/2017,5,491.04,167.86,0.00,21.0
16/03/2017,6,421.44,272.92,0.00,21.0
16/03/2017,7,475.00,286.75,0.00,21.0
16/03/2017,8,577.71,285.21,0.00,22.5
16/03/2017,9,650.95,266.52,0.00,24.0
16/03/2017,10,676.12,279.82,0.00,25.0
16/03/2017,11,691.95,279.81,0.00,27.0
16/03/2017,12,668.13,278.42,0.00,29.5
16/03/2017,13,696.73,277.94,0.00,31.0
16/03/2017,14,721.88,274.79,0.00,31.0
16/03/2017,15,702.44,274.41,0.00,31.0
16/03/2017,16,647.81,253.44,0.00,30.5
16/03/2017,17,533.62,279.31,0.00,29.0
16/03/2017,18,764.81,100.88,0.00,27.5
16/03/2017,19,790.33,114.99,0.00,26.0
16/03/2017,20,754.47,106.82,0.00,24.5
16/03/2017,21,688.24,103.82,0.00,24.0
16/03/2017,22,506.22,197.76,0.00,23.5
16/03/2017,23,439.53,197.94,0.00,22.5
17/03/2017,0,432.61,167.18,0.00,22.0
17/03/2017,1,417.14,167.12,0.00,22.0
17/03/2017,2,405.97,167.07,0.00,21.5
17/03/2017,3,408.56,166.98,0.00,20.5
17/03/2017,4,420.66,167.36,0.00,19.5
17/03/2017,5,465.83,167.74,0.00,19.0
17/03/2017,6,385.88,284.48,0.00,20.0
17/03/2017,7,450.47,287.23,0.00,21.0
17/03/2017,8,540.94,287.82,0.00,20.5
17/03/2017,9,594.87,276.37,0.00,22.0
17/03/2017,10,635.91,275.90,0.00,24.5
17/03/2017,11,652.24,287.89,0.00,26.5
17/03/2017,12,635.87,287.93,0.00,29.0
17/03/2017,13,670.26,286.37,0.00,30.5
17/03/2017,14,690.80,288.04,0.00,31.0
17/03/2017,15,671.76,286.96,0.00,31.5
17/03/2017,16,600.00,281.63,0.00,31.5
17/03/2017,17,523.74,287.85,0.00,31.0
17/03/2017,18,748.97,113.82,0.00,29.5
17/03/2017,19,785.42,122.96,0.00,27.0
17/03/2017,20,745.55,111.73,0.00,25.5
17/03/2017,21,677.91,115.82,0.00,24.0
17/03/2017,22,504.90,197.53,0.00,22.5
17/03/2017,23,452.80,197.59,0.00,22.0
18/03/2017,0,435.61,166.70,0.00,21.5
18/03/2017,1,418.38,166.79,0.00,21.0
18/03/2017,2,409.07,166.85,0.00,21.0
18/03/2017,3,399.58,166.80,0.00,20.0
18/03/2017,4,409.69,166.82,0.00,19.0
18/03/2017,5,429.84,166.74,0.00,19.0
18/03/2017,6,349.60,269.54,7.90,19.5
18/03/2017,7,391.68,279.62,0.00,20.0
18/03/2017,8,451.36,288.42,0.00,21.0
18/03/2017,9,496.60,288.24,0.00,22.5
18/03/2017,10,498.51,284.17,0.00,25.0
18/03/2017,11,533.60,282.20,0.00,28.0
18/03/2017,12,518.73,274.16,0.00,30.0
18/03/2017,13,498.01,286.05,0.00,31.0
18/03/2017,14,493.32,284.32,0.00,31.0
18/03/2017,15,480.02,284.93,0.00,31.5
18/03/2017,16,469.72,261.85,0.00,31.5
18/03/2017,17,449.05,260.86,0.00,30.0
18/03/2017,18,691.55,96.71,0.00,28.5
18/03/2017,19,731.63,96.71,0.00,26.5
18/03/2017,20,689.88,97.16,0.00,24.5
18/03/2017,21,614.39,103.00,0.00,23.0
18/03/2017,22,474.78,167.50,0.00,22.0
18/03/2017,23,412.44,167.09,0.00,21.5
19/03/2017,0,379.73,167.82,0.00,21.5
19/03/2017,1,362.05,167.86,0.00,21.5
19/03/2017,2,346.24,167.84,0.00,21.0
19/03/2017,3,344.51,167.88,0.00,20.5
19/03/2017,4,345.19,167.87,0.00,19.5
19/03/2017,5,358.51,167.83,0.00,19.0
19/03/2017,6,348.73,168.18,0.00,20.0
19/03/2017,7,372.43,167.99,0.00,20.5
19/03/2017,8,361.54,208.22,0.00,24.5
19/03/2017,9,338.98,261.00,0.00,27.0
19/03/2017,10,348.84,272.57,0.00,26.0
19/03/2017,11,356.50,283.47,0.00,28.0
19/03/2017,12,365.11,283.65,0.00,29.5
19/03/2017,13,373.53,283.11,0.00,31.0
19/03/2017,14,388.86,275.29,0.00,31.5
19/03/2017,15,400.21,262.95,2.16,31.5
19/03/2017,16,391.61,263.10,0.00,31.5
19/03/2017,17,395.63,259.10,0.00,30.0
19/03/2017,18,604.61,130.71,0.00,28.5
19/03/2017,19,656.71,120.71,0.00,27.0
19/03/2017,20,626.54,124.07,0.00,25.5
19/03/2017,21,565.29,120.71,0.00,24.0
19/03/2017,22,434.28,167.87,0.00,23.0
19/03/2017,23,392.19,167.57,0.00,22.5
20/03/2017,0,362.89,167.83,0.00,22.0
20/03/2017,1,341.69,167.92,0.00,22.0
20/03/2017,2,338.11,167.93,0.00,21.5
20/03/2017,3,338.02,168.00,0.00,20.5
20/03/2017,4,351.64,167.92,0.00,19.5
20/03/2017,5,397.71,166.72,0.00,19.0
20/03/2017,6,427.87,184.10,0.00,19.5
20/03/2017,7,498.46,189.10,0.00,20.0
20/03/2017,8,536.98,252.27,0.00,21.0
20/03/2017,9,595.16,257.48,0.00,23.0
20/03/2017,10,648.40,266.23,0.00,25.0
20/03/2017,11,685.32,266.69,0.00,27.0
20/03/2017,12,671.45,266.86,0.00,28.5
20/03/2017,13,702.08,266.88,0.00,30.0
20/03/2017,14,737.23,266.60,0.00,31.5
20/03/2017,15,721.08,266.51,0.00,32.0
20/03/2017,16,667.43,258.09,0.00,32.0
20/03/2017,17,586.94,248.06,0.00,32.0
20/03/2017,18,785.32,104.71,0.00,31.0
20/03/2017,19,816.02,104.71,0.00,28.5
20/03/2017,20,781.14,94.71,0.00,27.0
20/03/2017,21,705.05,94.71,0.00,25.5
20/03/2017,22,510.03,197.53,0.00,23.5
20/03/2017,23,447.50,197.57,0.00,22.5
21/03/2017,0,443.29,166.77,0.00,22.5
21/03/2017,1,428.09,166.62,0.00,22.5
21/03/2017,2,421.52,166.55,0.00,21.5
21/03/2017,3,416.93,166.47,0.00,20.5
21/03/2017,4,433.76,166.59,0.00,19.5
21/03/2017,5,482.09,168.10,1.45,19.0
21/03/2017,6,485.90,189.21,0.00,19.0
21/03/2017,7,521.73,229.19,0.00,19.5
21/03/2017,8,599.51,247.52,0.00,20.5
21/03/2017,9,629.79,266.41,0.00,22.5
21/03/2017,10,701.82,245.69,0.00,25.0
21/03/2017,11,694.22,274.23,0.00,27.0
21/03/2017,12,663.94,288.48,0.00,29.0
21/03/2017,13,738.16,250.28,0.00,30.5
21/03/2017,14,742.86,267.41,0.00,32.0
21/03/2017,15,732.20,262.41,0.00,33.0
21/03/2017,16,672.93,252.52,0.00,32.0
21/03/2017,17,590.19,244.41,0.00,30.5
21/03/2017,18,790.42,100.82,0.00,28.5
21/03/2017,19,833.06,100.82,0.00,26.0
21/03/2017,20,777.59,107.23,0.00,24.0
21/03/2017,21,691.33,120.82,0.00,23.5
21/03/2017,22,521.54,196.84,0.00,24.0
21/03/2017,23,459.60,197.00,0.00,23.5
22/03/2017,0,448.73,166.67,0.00,22.5
22/03/2017,1,429.12,166.51,0.00,22.0
22/03/2017,2,417.24,166.52,0.00,21.5
22/03/2017,3,413.21,166.26,0.00,20.5
22/03/2017,4,431.94,168.10,1.49,19.5
22/03/2017,5,479.09,168.10,1.20,19.0
22/03/2017,6,480.18,198.10,0.00,19.0
22/03/2017,7,509.79,231.28,0.00,20.0
22/03/2017,8,587.88,256.01,0.00,21.5
22/03/2017,9,612.45,288.67,0.00,23.0
22/03/2017,10,663.37,282.93,0.00,25.5
22/03/2017,11,684.28,287.75,0.00,27.5
22/03/2017,12,679.88,267.22,0.00,28.5
22/03/2017,13,705.27,284.41,0.00,30.0
22/03/2017,14,720.18,288.50,0.00,31.5
22/03/2017,15,712.92,284.41,0.00,32.5
22/03/2017,16,651.18,279.82,0.00,32.5
22/03/2017,17,568.92,265.73,0.00,30.5
22/03/2017,18,768.74,120.76,0.00,28.0
22/03/2017,19,819.66,102.82,0.00,26.0
22/03/2017,20,754.29,120.82,0.00,25.0
22/03/2017,21,687.61,110.47,0.00,24.5
22/03/2017,22,511.38,196.42,0.00,23.5
22/03/2017,23,447.19,196.47,0.00,22.5
23/03/2017,0,440.83,167.60,0.00,22.0
23/03/2017,1,418.76,167.53,0.00,22.0
23/03/2017,2,404.52,167.36,0.00,21.5
23/03/2017,3,405.93,167.40,0.00,20.0
23/03/2017,4,419.95,167.43,0.00,19.0
23/03/2017,5,465.42,167.62,0.00,19.0
23/03/2017,6,409.46,253.87,0.00,19.0
23/03/2017,7,474.10,250.34,0.00,19.5
23/03/2017,8,577.42,251.85,0.00,21.5
23/03/2017,9,616.74,273.09,0.00,23.5
23/03/2017,10,670.42,262.45,0.00,25.5
23/03/2017,11,710.67,253.42,0.00,27.5
23/03/2017,12,695.02,253.66,0.00,28.5
23/03/2017,13,722.93,253.36,0.00,30.0
23/03/2017,14,766.58,241.49,0.00,31.5
23/03/2017,15,761.42,231.66,0.00,32.5
23/03/2017,16,689.21,238.65,0.00,33.0
23/03/2017,17,608.05,230.63,0.00,31.0
23/03/2017,18,795.68,90.82,0.00,28.0
23/03/2017,19,832.68,90.82,0.00,26.0
23/03/2017,20,785.83,90.82,0.00,24.0
23/03/2017,21,689.18,113.00,0.00,23.5
23/03/2017,22,513.47,197.61,0.00,24.0
23/03/2017,23,448.39,197.30,0.00,23.5
24/03/2017,0,437.39,167.69,0.00,22.5
24/03/2017,1,418.75,167.73,0.00,22.0
24/03/2017,2,406.73,167.71,0.00,21.5
24/03/2017,3,405.10,167.68,0.00,20.0
24/03/2017,4,411.43,167.66,0.00,19.0
24/03/2017,5,458.52,167.82,0.00,19.0
24/03/2017,6,414.05,243.83,0.00,19.0
24/03/2017,7,476.76,251.34,0.00,19.0
24/03/2017,8,546.81,288.70,0.00,20.0
24/03/2017,9,599.48,288.66,0.00,22.0
24/03/2017,10,639.83,288.51,0.00,24.0
24/03/2017,11,659.80,285.52,0.00,26.5
24/03/2017,12,641.60,281.71,0.00,28.5
24/03/2017,13,665.35,288.63,0.00,30.0
24/03/2017,14,706.27,281.00,0.00,31.5
24/03/2017,15,686.95,280.98,0.00,31.5
24/03/2017,16,613.21,280.50,0.00,31.0
24/03/2017,17,535.95,280.80,0.00,31.0
24/03/2017,18,779.58,90.82,0.00,28.5
24/03/2017,19,814.18,90.82,0.00,24.5
24/03/2017,20,773.59,90.82,0.00,23.5
24/03/2017,21,704.81,90.82,0.00,23.5
24/03/2017,22,512.56,197.16,0.00,22.5
24/03/2017,23,449.84,197.38,0.00,22.0
25/03/2017,0,432.35,168.20,0.00,21.5
25/03/2017,1,414.49,168.22,0.00,21.0
25/03/2017,2,402.16,168.23,0.00,20.5
25/03/2017,3,393.80,168.25,0.00,19.5
25/03/2017,4,402.10,168.27,0.00,18.5
25/03/2017,5,421.82,168.55,0.00,18.0
25/03/2017,6,396.89,218.77,10.00,18.5
25/03/2017,7,445.84,216.83,0.00,19.5
25/03/2017,8,516.77,218.18,0.00,20.0
25/03/2017,9,577.27,205.77,0.00,21.5
25/03/2017,10,608.81,204.65,0.00,24.5
25/03/2017,11,617.91,203.79,0.00,27.5
25/03/2017,12,583.81,196.74,0.00,29.0
25/03/2017,13,568.97,205.77,0.00,29.5
25/03/2017,14,570.91,201.54,0.00,30.5
25/03/2017,15,565.78,203.77,0.00,31.0
25/03/2017,16,543.86,203.07,0.00,30.5
25/03/2017,17,532.32,196.53,0.00,29.5
25/03/2017,18,728.29,80.82,0.00,28.0
25/03/2017,19,777.24,80.82,0.00,26.0
25/03/2017,20,738.11,80.82,0.00,24.0
25/03/2017,21,676.38,74.32,0.00,22.5
25/03/2017,22,502.71,168.77,0.00,22.0
25/03/2017,23,438.75,168.89,0.00,22.0
26/03/2017,0,405.55,175.21,7.00,22.0
26/03/2017,1,383.10,175.06,7.00,21.5
26/03/2017,2,373.70,174.99,7.00,21.0
26/03/2017,3,367.09,174.95,7.00,20.5
26/03/2017,4,367.62,174.93,7.00,19.5
26/03/2017,5,368.90,174.91,7.00,19.0
26/03/2017,6,361.41,175.10,7.00,19.0
26/03/2017,7,391.87,174.82,7.00,20.0
26/03/2017,8,390.30,215.33,7.00,22.0
26/03/2017,9,361.62,277.89,7.00,23.5
26/03/2017,10,392.35,258.23,7.00,25.5
26/03/2017,11,419.71,253.94,7.00,28.0
26/03/2017,12,444.71,244.22,7.00,29.5
26/03/2017,13,440.25,244.25,7.00,31.0
26/03/2017,14,439.92,244.85,7.00,31.0
26/03/2017,15,431.04,243.93,7.00,29.5
26/03/2017,16,424.56,248.49,14.00,28.5
26/03/2017,17,429.69,244.13,14.00,27.0
26/03/2017,18,623.37,147.73,14.00,26.0
26/03/2017,19,672.46,147.83,7.00,25.5
26/03/2017,20,649.25,148.23,7.00,24.5
26/03/2017,21,580.82,147.39,7.00,23.5
26/03/2017,22,466.63,175.17,7.00,23.0
26/03/2017,23,417.49,182.27,14.00,22.5
27/03/2017,0,394.09,168.03,0.00,22.0
27/03/2017,1,377.35,167.92,0.00,22.0
27/03/2017,2,370.87,167.91,0.00,21.5
27/03/2017,3,365.58,167.95,0.00,20.5
27/03/2017,4,380.64,167.96,0.00,19.5
27/03/2017,5,427.86,168.60,0.00,19.0
27/03/2017,6,424.20,210.32,0.00,20.0
27/03/2017,7,539.87,197.11,0.00,20.5
27/03/2017,8,629.93,225.94,0.00,22.0
27/03/2017,9,691.34,225.95,0.00,25.0
27/03/2017,10,737.70,225.27,0.00,27.0
27/03/2017,11,762.52,225.73,0.00,29.0
27/03/2017,12,725.19,225.67,0.00,29.5
27/03/2017,13,747.88,225.81,0.00,28.5
27/03/2017,14,766.29,226.02,0.00,29.0
27/03/2017,15,751.02,225.82,0.00,29.5
27/03/2017,16,706.52,205.41,0.00,28.5
27/03/2017,17,620.21,204.85,0.00,27.5
27/03/2017,18,787.73,90.82,0.00,26.0
27/03/2017,19,826.56,90.82,0.00,24.5
27/03/2017,20,783.98,90.82,0.00,23.5
27/03/2017,21,709.18,90.82,0.00,23.0
27/03/2017,22,512.50,199.64,0.00,23.0
27/03/2017,23,456.03,199.01,0.00,23.0
28/03/2017,0,451.26,178.49,10.00,22.5
28/03/2017,1,435.21,178.30,10.00,22.0
28/03/2017,2,423.38,168.08,0.00,21.5
28/03/2017,3,423.21,168.07,0.00,21.0
28/03/2017,4,436.20,168.02,0.00,20.0
28/03/2017,5,474.83,178.83,10.00,19.5
28/03/2017,6,466.83,209.21,0.00,20.5
28/03/2017,7,541.26,234.21,0.00,21.0
28/03/2017,8,616.47,270.52,0.00,23.0
28/03/2017,9,650.29,290.16,0.00,26.0
28/03/2017,10,677.19,289.72,0.00,27.5
28/03/2017,11,691.35,289.88,0.00,28.5
28/03/2017,12,652.83,289.90,0.00,29.0
28/03/2017,13,662.17,289.88,0.00,29.0
28/03/2017,14,690.52,289.66,0.00,29.0
28/03/2017,15,677.32,289.70,0.00,29.0
28/03/2017,16,622.06,289.37,0.00,29.0
28/03/2017,17,573.62,255.04,0.00,28.5
28/03/2017,18,751.99,128.44,0.00,27.5
28/03/2017,19,815.45,106.82,0.00,25.5
28/03/2017,20,768.37,114.12,0.00,23.5
28/03/2017,21,679.96,126.82,0.00,23.0
28/03/2017,22,510.85,198.87,0.00,23.0
28/03/2017,23,453.43,198.72,0.00,22.5
29/03/2017,0,447.18,178.24,10.00,22.0
29/03/2017,1,432.19,172.16,4.16,22.0
29/03/2017,2,420.95,178.39,10.00,21.5
29/03/2017,3,419.55,176.64,8.38,21.0
29/03/2017,4,439.64,176.23,8.03,20.5
29/03/2017,5,486.20,181.13,12.55,20.0
29/03/2017,6,424.62,282.52,0.00,21.0
29/03/2017,7,484.99,289.83,0.00,22.0
29/03/2017,8,575.72,290.13,0.00,22.5
29/03/2017,9,662.79,263.38,0.00,24.5
29/03/2017,10,693.44,262.80,0.00,27.0
29/03/2017,11,709.83,263.33,0.00,28.5
29/03/2017,12,682.63,263.16,0.00,29.0
29/03/2017,13,691.06,263.49,0.00,29.5
29/03/2017,14,719.74,262.66,0.00,30.0
29/03/2017,15,708.26,263.08,0.00,29.5
29/03/2017,16,640.37,261.61,0.00,29.0
29/03/2017,17,554.21,261.12,0.00,28.5
29/03/2017,18,757.98,113.82,0.00,27.5
29/03/2017,19,796.07,113.82,0.00,26.0
29/03/2017,20,752.39,113.82,0.00,24.0
29/03/2017,21,664.53,113.82,0.00,23.0
29/03/2017,22,493.71,198.91,0.00,23.0
29/03/2017,23,436.35,198.95,0.00,22.5
30/03/2017,0,433.60,194.82,26.37,22.0
30/03/2017,1,414.50,194.82,26.62,22.0
30/03/2017,2,397.76,194.82,26.83,21.5
30/03/2017,3,398.39,194.82,26.87,20.5
30/03/2017,4,416.21,194.82,26.95,19.5
30/03/2017,5,456.12,204.14,35.00,19.5
30/03/2017,6,434.92,229.24,0.00,19.5
30/03/2017,7,494.53,239.24,0.00,19.5
30/03/2017,8,558.56,279.94,0.00,21.5
30/03/2017,9,630.34,263.47,0.00,25.0
30/03/2017,10,671.20,263.68,0.00,27.0
30/03/2017,11,685.40,259.72,0.00,28.0
30/03/2017,12,655.13,257.42,0.00,28.5
30/03/2017,13,706.98,256.03,0.00,28.5
30/03/2017,14,718.77,262.24,0.00,29.0
30/03/2017,15,699.09,262.03,0.00,28.5
30/03/2017,16,636.87,261.03,0.00,28.0
30/03/2017,17,553.53,258.95,0.00,25.5
30/03/2017,18,761.18,113.82,0.00,25.0
30/03/2017,19,795.29,113.82,0.00,25.5
30/03/2017,20,746.90,113.82,0.00,23.5
30/03/2017,21,667.07,113.82,0.22,23.0
30/03/2017,22,490.61,198.22,0.00,21.0
30/03/2017,23,437.96,198.19,0.00,21.0
31/03/2017,0,427.24,203.10,34.78,22.5
31/03/2017,1,415.52,203.10,34.92,21.5
31/03/2017,2,408.32,203.10,35.21,21.0
31/03/2017,3,401.21,203.10,35.43,20.5
31/03/2017,4,419.20,203.10,35.19,19.5
31/03/2017,5,457.57,203.10,33.73,19.5
31/03/2017,6,415.34,247.96,0.00,20.0
