Fecha,Hora,Generación Nacional,Importación,Exportación,Temperatura
01/01/2017,0,443.46,99.99,0.00,19.5
01/01/2017,1,388.70,110.22,10.00,19.0
01/01/2017,2,344.73,110.13,10.00,18.5
01/01/2017,3,319.11,119.96,20.00,18.0
01/01/2017,4,303.06,120.86,21.00,18.0
01/01/2017,5,302.72,120.87,21.00,18.0
01/01/2017,6,311.86,98.00,28.04,18.0
01/01/2017,7,316.77,98.00,27.98,19.0
01/01/2017,8,321.87,106.28,6.31,21.0
01/01/2017,9,353.22,106.28,6.29,23.5
01/01/2017,10,337.53,146.06,0.00,26.0
01/01/2017,11,353.02,145.90,0.00,28.0
01/01/2017,12,365.04,145.79,0.00,29.0
01/01/2017,13,369.36,145.78,0.00,29.5
01/01/2017,14,354.74,165.87,0.00,30.0
01/01/2017,15,369.49,145.89,0.00,29.5
01/01/2017,16,363.64,157.68,0.00,29.0
01/01/2017,17,415.37,133.00,0.00,27.5
01/01/2017,18,560.75,118.00,0.00,24.5
01/01/2017,19,577.24,118.00,0.00,22.5
01/01/2017,20,555.18,98.00,0.00,22.0
01/01/2017,21,480.29,98.97,0.00,22.5
01/01/2017,22,409.97,108.00,8.24,22.5
01/01/2017,23,364.69,108.00,8.03,22.0
02/01/2017,0,328.31,119.76,10.00,21.5
02/01/2017,1,311.33,119.82,10.00,20.5
02/01/2017,2,304.84,134.78,25.00,19.5
02/01/2017,3,303.20,134.77,25.00,19.0
02/01/2017,4,316.98,134.79,25.00,19.0
02/01/2017,5,349.95,135.07,25.00,18.5
02/01/2017,6,333.80,179.58,10.00,18.0
02/01/2017,7,414.14,170.38,0.00,19.5
02/01/2017,8,503.30,170.47,0.00,22.0
02/01/2017,9,468.78,280.46,0.00,24.0
02/01/2017,10,505.23,280.31,0.00,26.0
02/01/2017,11,537.68,280.29,0.00,28.0
02/01/2017,12,528.10,280.31,0.00,29.5
02/01/2017,13,550.91,280.28,0.00,30.0
02/01/2017,14,568.08,279.99,0.00,30.5
02/01/2017,15,566.08,279.99,0.00,30.5
02/01/2017,16,539.00,279.85,0.00,29.0
02/01/2017,17,536.53,242.42,0.00,27.0
02/01/2017,18,742.99,128.00,0.00,25.0
02/01/2017,19,741.11,128.00,0.00,24.0
02/01/2017,20,690.47,119.08,0.00,23.5
02/01/2017,21,589.52,133.00,0.00,22.5
02/01/2017,22,456.50,169.60,0.00,22.0
02/01/2017,23,401.07,169.92,0.00,21.5
03/01/2017,0,361.63,169.52,0.00,21.0
03/01/2017,1,345.56,169.59,0.00,20.0
03/01/2017,2,335.68,174.54,5.00,19.0
03/01/2017,3,333.53,174.50,5.00,19.0
03/01/2017,4,350.88,169.30,0.00,19.0
03/01/2017,5,383.00,169.34,0.00,19.0
03/01/2017,6,334.90,253.43,0.00,19.0
03/01/2017,7,431.16,238.42,0.00,19.5
03/01/2017,8,518.65,255.34,0.00,21.5
03/01/2017,9,571.15,263.30,0.00,24.0
03/01/2017,10,632.62,241.74,0.00,26.0
03/01/2017,11,649.62,243.45,0.00,27.5
03/01/2017,12,643.76,243.32,0.00,28.5
03/01/2017,13,671.73,244.44,0.00,30.5
03/01/2017,14,689.20,243.52,0.00,31.5
03/01/2017,15,678.32,243.53,0.00,30.0
03/01/2017,16,622.77,236.33,0.00,28.0
03/01/2017,17,617.67,184.20,0.00,25.5
03/01/2017,18,783.94,113.83,0.00,23.5
03/01/2017,19,761.23,123.00,0.00,22.5
03/01/2017,20,711.11,117.17,0.00,22.0
03/01/2017,21,612.26,122.61,0.00,21.5
03/01/2017,22,466.61,169.93,0.00,21.0
03/01/2017,23,411.74,169.74,0.00,20.5
04/01/2017,0,377.46,169.55,0.00,20.0
04/01/2017,1,361.91,169.46,0.00,19.5
04/01/2017,2,350.20,169.44,0.00,19.0
04/01/2017,3,349.24,169.40,0.00,19.0
04/01/2017,4,361.68,169.26,0.00,19.0
04/01/2017,5,397.36,169.37,0.00,19.0
04/01/2017,6,351.46,250.63,0.00,19.0
04/01/2017,7,423.18,259.83,0.00,20.0
04/01/2017,8,506.87,280.90,0.00,22.0
04/01/2017,9,567.11,280.03,0.00,24.5
04/01/2017,10,607.94,279.33,0.00,26.5
04/01/2017,11,639.06,279.60,0.00,27.5
04/01/2017,12,617.64,279.52,0.00,28.5
04/01/2017,13,648.57,279.60,0.00,29.5
04/01/2017,14,668.86,279.52,0.00,30.5
04/01/2017,15,653.17,279.49,0.00,30.5
04/01/2017,16,592.22,277.42,0.00,29.5
04/01/2017,17,577.48,249.70,0.00,28.5
04/01/2017,18,819.54,94.64,0.00,26.0
04/01/2017,19,811.14,94.16,0.00,24.0
04/01/2017,20,744.82,101.98,0.00,23.5
04/01/2017,21,645.63,114.32,0.00,23.0
04/01/2017,22,501.45,170.06,0.00,22.5
04/01/2017,23,436.64,169.77,0.00,22.5
05/01/2017,0,403.87,169.17,0.00,22.5
05/01/2017,1,382.59,169.13,0.00,22.0
05/01/2017,2,371.10,169.11,0.00,21.5
05/01/2017,3,366.68,169.13,0.00,20.5
05/01/2017,4,377.88,168.92,0.00,19.5
05/01/2017,5,415.46,169.18,0.00,19.5
05/01/2017,6,397.70,218.84,0.00,19.5
05/01/2017,7,466.82,228.85,0.00,20.5
05/01/2017,8,562.50,239.47,0.00,23.0
05/01/2017,9,591.70,269.70,0.00,25.0
05/01/2017,10,627.49,279.00,0.00,26.5
05/01/2017,11,662.86,264.34,0.00,27.5
05/01/2017,12,637.87,264.61,0.00,29.0
05/01/2017,13,666.79,268.58,0.00,29.5
05/01/2017,14,684.18,274.79,0.00,28.5
05/01/2017,15,664.92,277.28,0.00,27.5
05/01/2017,16,638.92,236.28,0.00,26.0
05/01/2017,17,600.33,213.31,0.00,24.5
05/01/2017,18,802.43,94.10,0.00,23.0
05/01/2017,19,797.70,94.00,0.00,22.0
05/01/2017,20,746.63,93.14,0.00,22.5
05/01/2017,21,665.10,89.35,0.00,22.5
05/01/2017,22,496.06,169.24,0.00,22.0
05/01/2017,23,431.05,169.46,0.00,22.0
06/01/2017,0,395.76,169.77,0.00,22.0
06/01/2017,1,374.51,169.65,0.00,21.5
06/01/2017,2,361.88,169.58,0.00,20.0
06/01/2017,3,361.12,169.57,0.00,19.0
06/01/2017,4,378.75,169.44,0.00,19.0
06/01/2017,5,416.42,169.58,0.00,19.0
06/01/2017,6,404.64,213.80,0.00,18.5
06/01/2017,7,455.78,243.81,0.00,20.0
06/01/2017,8,521.29,280.49,0.00,23.0
06/01/2017,9,580.03,280.52,0.00,25.5
06/01/2017,10,616.48,279.62,0.00,27.5
06/01/2017,11,641.44,279.59,0.00,28.0
06/01/2017,12,621.35,279.51,0.00,28.5
06/01/2017,13,644.61,279.60,0.00,29.0
06/01/2017,14,664.92,279.26,0.00,29.0
06/01/2017,15,640.46,279.22,0.00,28.0
06/01/2017,16,586.94,258.43,0.00,26.5
06/01/2017,17,582.80,212.27,0.00,25.5
06/01/2017,18,780.73,100.59,0.00,23.5
06/01/2017,19,781.39,96.52,0.00,22.0
06/01/2017,20,722.95,100.80,0.00,22.0
06/01/2017,21,616.86,128.14,0.00,22.0
06/01/2017,22,479.21,169.97,0.00,21.5
06/01/2017,23,426.75,169.92,0.00,20.5
07/01/2017,0,388.55,169.53,0.00,20.0
07/01/2017,1,366.77,169.36,0.00,19.5
07/01/2017,2,353.99,169.32,0.00,19.0
07/01/2017,3,351.23,169.25,0.00,19.0
07/01/2017,4,356.23,169.30,0.00,19.0
07/01/2017,5,380.71,169.43,0.00,18.5
07/01/2017,6,383.96,186.72,0.00,18.0
07/01/2017,7,431.68,187.57,0.00,20.0
07/01/2017,8,493.44,196.50,0.00,22.5
07/01/2017,9,530.61,210.53,0.00,24.5
07/01/2017,10,560.50,214.78,0.00,26.5
07/01/2017,11,573.49,214.78,0.00,28.0
07/01/2017,12,546.70,214.78,0.00,29.5
07/01/2017,13,534.50,214.78,0.00,30.5
07/01/2017,14,526.47,214.78,0.00,31.0
07/01/2017,15,514.27,214.78,0.00,31.0
07/01/2017,16,511.42,192.78,0.00,30.5
07/01/2017,17,510.58,196.50,0.00,29.0
07/01/2017,18,683.37,134.00,0.00,27.5
07/01/2017,19,685.09,134.00,0.00,26.5
07/01/2017,20,635.57,134.00,0.00,25.5
07/01/2017,21,565.87,134.00,0.10,24.5
07/01/2017,22,453.65,170.53,0.00,23.5
07/01/2017,23,401.12,168.63,0.00,23.0
08/01/2017,0,368.28,169.11,0.00,22.5
08/01/2017,1,348.96,168.93,0.00,21.5
08/01/2017,2,334.86,169.12,0.00,21.0
08/01/2017,3,331.92,169.09,0.00,20.0
08/01/2017,4,334.74,169.07,0.00,19.0
08/01/2017,5,349.58,169.14,0.00,20.0
08/01/2017,6,286.79,238.74,0.00,21.0
08/01/2017,7,313.40,238.68,0.00,22.0
08/01/2017,8,375.66,216.25,0.00,24.5
08/01/2017,9,392.63,225.14,0.00,26.5
08/01/2017,10,409.33,224.29,0.00,28.0
08/01/2017,11,412.96,224.40,0.00,28.5
08/01/2017,12,417.76,224.62,0.00,28.0
08/01/2017,13,416.83,218.97,0.00,28.0
08/01/2017,14,418.14,224.66,0.00,28.0
08/01/2017,15,403.84,225.19,0.00,27.5
08/01/2017,16,389.52,224.13,0.00,26.0
08/01/2017,17,412.20,213.14,0.00,24.0
08/01/2017,18,579.85,159.91,0.00,22.0
08/01/2017,19,597.42,153.14,0.00,20.5
08/01/2017,20,532.97,162.67,0.00,19.5
08/01/2017,21,457.07,162.34,0.00,19.0
08/01/2017,22,373.29,169.02,0.00,19.0
08/01/2017,23,328.57,168.90,0.00,18.5
09/01/2017,0,302.47,169.05,0.00,18.0
09/01/2017,1,289.90,182.16,13.00,18.0
09/01/2017,2,288.78,182.18,13.00,17.5
09/01/2017,3,285.86,182.15,13.00,17.0
09/01/2017,4,301.23,182.17,13.00,17.0
09/01/2017,5,339.69,182.37,13.00,17.0
09/01/2017,6,345.94,218.10,0.00,17.5
09/01/2017,7,422.38,228.50,0.00,18.5
09/01/2017,8,531.48,201.50,0.00,20.0
09/01/2017,9,577.71,198.76,0.00,22.0
09/01/2017,10,646.14,197.52,0.00,23.5
09/01/2017,11,664.08,196.35,0.00,24.0
09/01/2017,12,646.24,196.90,0.00,24.5
09/01/2017,13,700.89,164.41,0.00,25.0
09/01/2017,14,717.58,164.31,0.00,25.0
09/01/2017,15,699.34,166.04,0.00,24.5
09/01/2017,16,654.39,164.24,0.00,23.0
09/01/2017,17,599.80,167.46,0.00,21.5
09/01/2017,18,782.77,81.63,0.00,20.5
09/01/2017,19,782.21,69.00,0.00,19.5
09/01/2017,20,702.12,69.00,0.00,18.5
09/01/2017,21,585.90,90.00,0.00,18.0
09/01/2017,22,435.98,170.09,0.00,18.0
09/01/2017,23,376.72,169.36,0.00,18.0
10/01/2017,0,353.38,169.24,0.00,18.0
10/01/2017,1,339.21,169.22,0.00,17.5
10/01/2017,2,334.94,169.17,0.00,16.5
10/01/2017,3,338.13,169.14,0.00,16.0
10/01/2017,4,355.00,168.86,0.00,16.0
10/01/2017,5,396.44,168.98,0.00,16.5
10/01/2017,6,401.09,212.33,0.00,17.0
10/01/2017,7,506.99,170.50,0.00,18.0
10/01/2017,8,546.00,212.63,0.00,20.0
10/01/2017,9,588.53,212.83,0.00,22.0
10/01/2017,10,595.63,242.94,0.00,24.0
10/01/2017,11,595.73,268.48,0.00,26.0
10/01/2017,12,572.14,268.72,0.00,27.0
10/01/2017,13,596.40,267.78,0.00,28.0
10/01/2017,14,616.95,268.70,0.00,29.0
10/01/2017,15,608.99,268.42,0.00,29.0
10/01/2017,16,610.02,214.08,0.00,29.0
10/01/2017,17,564.75,204.00,0.00,27.5
10/01/2017,18,784.77,64.10,0.00,25.0
10/01/2017,19,787.14,64.18,0.00,23.0
10/01/2017,20,729.79,64.31,0.00,21.5
10/01/2017,21,640.64,64.20,0.00,20.5
10/01/2017,22,453.55,168.26,0.00,19.5
10/01/2017,23,393.27,168.42,0.00,19.0
11/01/2017,0,362.03,169.29,0.00,18.0
11/01/2017,1,351.75,169.25,0.00,18.0
11/01/2017,2,348.08,169.26,0.00,17.5
11/01/2017,3,347.80,169.25,0.00,16.5
11/01/2017,4,367.64,169.27,0.00,16.0
11/01/2017,5,401.05,169.30,0.00,17.0
11/01/2017,6,382.79,241.65,0.00,18.0
11/01/2017,7,438.69,249.68,0.00,19.0
11/01/2017,8,506.76,271.34,0.00,21.0
11/01/2017,9,551.70,279.41,0.00,23.0
11/01/2017,10,590.54,279.41,0.00,25.0
11/01/2017,11,616.71,279.17,0.00,26.5
11/01/2017,12,600.16,279.41,0.00,28.0
11/01/2017,13,631.91,279.44,0.00,29.0
11/01/2017,14,646.16,279.41,0.00,29.5
11/01/2017,15,636.02,279.43,0.00,29.5
11/01/2017,16,579.33,279.24,0.00,29.0
11/01/2017,17,528.45,270.68,0.00,28.5
11/01/2017,18,756.87,114.21,0.00,27.0
11/01/2017,19,757.24,113.44,0.00,25.5
11/01/2017,20,699.59,110.35,0.00,24.5
11/01/2017,21,587.28,140.70,0.00,23.5
11/01/2017,22,473.52,168.42,0.00,22.5
11/01/2017,23,422.81,169.27,0.00,21.5
12/01/2017,0,383.74,169.26,0.00,21.0
12/01/2017,1,369.21,169.22,0.00,20.0
12/01/2017,2,361.97,169.21,0.00,18.5
12/01/2017,3,360.62,169.20,0.00,17.5
12/01/2017,4,379.30,169.25,0.00,17.0
12/01/2017,5,420.53,169.29,0.00,17.5
12/01/2017,6,399.61,231.06,0.00,18.5
12/01/2017,7,446.53,249.39,0.00,19.5
12/01/2017,8,507.49,279.53,0.00,21.5
12/01/2017,9,560.40,279.73,0.00,24.0
12/01/2017,10,607.41,279.63,0.00,25.5
12/01/2017,11,634.35,279.82,0.00,27.0
12/01/2017,12,609.86,279.80,0.00,28.5
12/01/2017,13,636.91,279.86,0.00,29.5
12/01/2017,14,660.26,279.47,0.00,30.5
12/01/2017,15,648.22,279.49,0.00,30.5
12/01/2017,16,589.28,279.25,0.00,30.0
12/01/2017,17,520.80,277.70,0.00,29.5
12/01/2017,18,732.18,149.40,0.00,28.0
12/01/2017,19,732.11,141.45,0.00,26.0
12/01/2017,20,682.51,137.07,0.00,24.0
12/01/2017,21,568.75,163.73,0.00,23.0
12/01/2017,22,484.60,169.20,0.00,22.5
12/01/2017,23,427.24,169.56,0.00,21.5
13/01/2017,0,397.26,169.24,0.00,21.0
13/01/2017,1,377.96,169.17,0.00,20.0
13/01/2017,2,372.90,169.16,0.00,18.5
13/01/2017,3,371.11,169.21,0.00,18.0
13/01/2017,4,382.87,169.12,0.00,18.0
13/01/2017,5,416.89,168.99,0.00,18.5
13/01/2017,6,403.85,229.91,0.00,19.0
13/01/2017,7,474.12,229.78,0.00,20.0
13/01/2017,8,537.14,251.71,0.00,22.0
13/01/2017,9,566.38,279.42,0.00,24.0
13/01/2017,10,602.29,279.38,0.00,26.0
13/01/2017,11,625.74,279.33,0.00,27.0
13/01/2017,12,608.73,279.26,0.00,28.0
13/01/2017,13,626.24,279.15,0.00,30.0
13/01/2017,14,648.85,279.18,0.00,31.5
13/01/2017,15,632.00,279.26,0.00,31.5
13/01/2017,16,562.49,279.14,0.00,30.5
13/01/2017,17,520.74,258.27,0.00,29.5
13/01/2017,18,758.08,107.90,0.00,27.0
13/01/2017,19,760.77,99.32,0.00,24.5
13/01/2017,20,716.76,92.69,0.00,23.5
13/01/2017,21,619.63,104.82,0.00,22.5
13/01/2017,22,489.41,169.11,0.00,21.5
13/01/2017,23,422.81,168.87,0.00,21.0
14/01/2017,0,390.11,168.93,0.00,20.0
14/01/2017,1,365.86,168.82,0.00,19.0
14/01/2017,2,354.80,168.76,0.00,18.5
14/01/2017,3,352.25,168.73,0.00,17.5
14/01/2017,4,365.14,168.35,0.00,17.5
14/01/2017,5,382.27,168.48,0.00,18.0
14/01/2017,6,382.26,197.06,0.00,18.0
14/01/2017,7,410.55,211.81,0.00,19.0
14/01/2017,8,455.46,237.87,0.00,21.5
14/01/2017,9,485.38,252.85,0.00,24.0
14/01/2017,10,474.06,279.06,0.00,26.0
14/01/2017,11,485.96,278.98,0.00,27.5
14/01/2017,12,464.95,279.07,0.00,28.5
14/01/2017,13,462.23,267.61,0.00,30.0
14/01/2017,14,461.55,261.58,0.00,30.5
14/01/2017,15,450.62,261.39,0.00,30.0
14/01/2017,16,451.24,237.93,0.00,29.5
14/01/2017,17,455.48,229.75,0.00,28.0
14/01/2017,18,642.50,141.60,0.00,26.0
14/01/2017,19,654.54,141.77,0.00,24.0
14/01/2017,20,617.52,127.47,0.00,22.5
14/01/2017,21,532.99,139.85,0.00,21.5
14/01/2017,22,431.10,169.58,0.00,20.5
14/01/2017,23,372.44,168.85,0.00,19.5
15/01/2017,0,338.70,168.88,0.00,18.5
15/01/2017,1,317.51,168.87,0.00,18.0
15/01/2017,2,302.05,168.84,0.00,17.5
15/01/2017,3,297.14,168.84,0.00,17.0
15/01/2017,4,307.07,168.83,0.00,17.0
15/01/2017,5,323.16,169.15,0.00,17.5
15/01/2017,6,326.92,183.19,14.00,19.5
15/01/2017,7,352.21,183.15,14.00,21.0
15/01/2017,8,365.81,212.67,14.00,22.0
15/01/2017,9,402.23,190.02,0.00,23.5
15/01/2017,10,425.70,190.44,0.00,25.5
15/01/2017,11,438.99,190.53,0.00,27.0
15/01/2017,12,446.51,190.71,0.00,27.5
15/01/2017,13,457.44,190.67,0.00,29.5
15/01/2017,14,460.95,190.89,0.00,31.0
15/01/2017,15,456.50,189.75,0.00,30.5
15/01/2017,16,447.45,189.39,0.00,29.5
15/01/2017,17,452.07,181.33,0.00,28.0
15/01/2017,18,598.18,160.13,0.00,26.0
15/01/2017,19,632.01,148.27,0.00,24.5
15/01/2017,20,592.40,148.27,0.00,24.0
15/01/2017,21,512.41,148.05,0.00,23.0
15/01/2017,22,406.09,169.56,0.00,21.5
15/01/2017,23,357.06,168.88,0.00,20.5
16/01/2017,0,325.56,168.58,0.00,19.5
16/01/2017,1,312.79,201.82,33.00,19.0
16/01/2017,2,303.09,201.83,33.00,18.5
16/01/2017,3,304.92,201.84,33.00,18.0
16/01/2017,4,322.38,191.74,23.00,17.5
16/01/2017,5,376.56,168.80,0.00,17.5
16/01/2017,6,362.05,248.67,0.00,17.5
16/01/2017,7,443.07,221.41,0.00,18.0
16/01/2017,8,513.81,237.65,0.00,20.5
16/01/2017,9,559.10,238.53,0.00,23.0
16/01/2017,10,622.40,243.66,0.00,24.5
16/01/2017,11,649.54,238.52,0.00,26.0
16/01/2017,12,637.81,238.45,0.00,28.0
16/01/2017,13,667.23,238.45,0.00,29.0
16/01/2017,14,680.32,252.35,0.00,29.0
16/01/2017,15,672.92,252.24,0.00,29.5
16/01/2017,16,641.54,223.60,0.00,28.5
16/01/2017,17,586.52,206.17,0.00,25.0
16/01/2017,18,779.83,93.71,0.00,22.5
16/01/2017,19,782.84,91.54,0.00,21.5
16/01/2017,20,722.70,97.78,0.00,21.5
16/01/2017,21,638.86,103.05,0.00,22.0
16/01/2017,22,489.52,169.37,0.00,22.0
16/01/2017,23,428.85,169.27,0.00,21.5
17/01/2017,0,396.26,168.67,0.00,21.0
17/01/2017,1,377.55,168.52,0.00,20.5
17/01/2017,2,372.00,168.44,0.00,19.5
17/01/2017,3,371.90,168.42,0.00,18.5
17/01/2017,4,388.01,168.54,0.00,18.0
17/01/2017,5,439.67,168.83,0.00,18.5
17/01/2017,6,485.86,179.71,0.00,19.0
17/01/2017,7,538.17,180.08,0.00,19.5
17/01/2017,8,600.05,213.78,0.00,22.0
17/01/2017,9,627.72,243.69,0.00,25.0
17/01/2017,10,655.25,259.56,0.00,27.0
17/01/2017,11,682.88,260.25,0.00,29.0
17/01/2017,12,669.03,257.50,0.00,30.0
17/01/2017,13,685.27,260.19,0.00,30.0
17/01/2017,14,705.29,257.49,0.00,30.0
17/01/2017,15,693.45,259.30,0.00,29.5
17/01/2017,16,679.65,209.07,0.00,28.0
17/01/2017,17,635.89,182.26,0.00,26.5
17/01/2017,18,798.35,92.87,0.00,24.5
17/01/2017,19,803.72,88.51,0.00,23.0
17/01/2017,20,758.35,83.97,0.00,23.5
17/01/2017,21,665.47,97.30,0.00,24.0
17/01/2017,22,509.30,169.56,0.00,23.0
17/01/2017,23,450.23,169.13,0.00,22.0
18/01/2017,0,407.11,169.12,0.00,21.5
18/01/2017,1,388.80,168.98,0.00,21.0
18/01/2017,2,381.33,168.89,0.00,20.5
18/01/2017,3,382.08,168.84,0.00,19.5
18/01/2017,4,398.21,168.93,0.00,19.0
18/01/2017,5,456.53,169.46,0.00,19.0
18/01/2017,6,484.50,188.84,0.00,19.5
18/01/2017,7,545.15,178.19,0.00,20.0
18/01/2017,8,583.48,247.22,0.00,21.5
18/01/2017,9,628.06,253.86,0.00,24.5
18/01/2017,10,647.53,279.17,0.00,27.0
18/01/2017,11,667.33,279.26,0.00,29.0
18/01/2017,12,641.93,279.28,0.00,30.0
18/01/2017,13,689.46,254.02,0.00,30.0
18/01/2017,14,684.81,279.29,0.00,30.5
18/01/2017,15,672.17,279.30,0.00,31.0
18/01/2017,16,671.56,216.19,0.00,30.0
18/01/2017,17,623.49,190.11,0.00,27.0
18/01/2017,18,803.50,86.14,0.00,23.5
18/01/2017,19,810.29,88.13,0.00,22.0
18/01/2017,20,758.69,85.03,0.00,22.0
18/01/2017,21,649.53,102.48,0.00,21.0
18/01/2017,22,497.54,168.82,0.00,20.0
18/01/2017,23,440.66,169.36,0.00,20.0
19/01/2017,0,420.13,168.54,0.00,21.5
19/01/2017,1,394.07,168.40,0.00,21.0
19/01/2017,2,388.37,168.75,0.00,20.5
19/01/2017,3,387.46,168.69,0.00,19.5
19/01/2017,4,402.29,168.77,0.00,19.0
19/01/2017,5,454.56,169.07,0.00,19.0
19/01/2017,6,518.11,152.34,0.00,19.5
19/01/2017,7,554.63,172.65,0.00,20.0
19/01/2017,8,586.14,241.49,0.00,21.5
19/01/2017,9,603.77,279.40,0.00,24.5
19/01/2017,10,640.51,279.10,0.00,27.0
19/01/2017,11,668.38,279.27,0.00,29.0
19/01/2017,12,643.23,279.30,0.00,30.0
19/01/2017,13,655.21,279.27,0.00,30.0
19/01/2017,14,674.41,279.15,0.00,30.5
19/01/2017,15,667.96,279.32,0.00,31.0
19/01/2017,16,642.04,234.97,0.00,30.0
19/01/2017,17,587.26,226.29,0.00,27.0
19/01/2017,18,793.83,91.81,0.00,23.5
19/01/2017,19,798.95,88.73,0.00,22.0
19/01/2017,20,752.56,85.50,0.00,22.0
19/01/2017,21,656.75,102.70,0.00,21.0
19/01/2017,22,508.07,168.26,0.00,20.0
19/01/2017,23,452.11,168.44,0.00,20.0
20/01/2017,0,415.11,169.07,0.00,21.5
20/01/2017,1,401.10,168.99,0.00,20.0
20/01/2017,2,389.43,168.97,0.00,19.0
20/01/2017,3,387.33,168.97,0.00,18.0
20/01/2017,4,403.18,169.05,0.00,17.5
20/01/2017,5,450.65,169.15,0.00,19.0
20/01/2017,6,467.62,205.27,0.00,20.0
20/01/2017,7,491.22,235.55,0.00,20.5
20/01/2017,8,582.81,242.13,0.00,22.5
20/01/2017,9,608.45,274.32,0.00,25.5
20/01/2017,10,642.50,273.41,0.00,27.0
20/01/2017,11,658.01,274.54,0.00,27.0
20/01/2017,12,640.74,273.57,0.00,26.5
20/01/2017,13,658.69,267.24,0.00,27.0
20/01/2017,14,657.05,279.99,0.00,28.0
20/01/2017,15,637.78,273.57,0.00,27.5
20/01/2017,16,581.06,253.87,0.00,26.5
20/01/2017,17,535.22,248.04,0.00,25.0
20/01/2017,18,744.30,121.70,0.00,23.0
20/01/2017,19,748.63,121.52,0.00,21.5
20/01/2017,20,707.37,117.71,0.00,21.0
20/01/2017,21,634.09,120.49,0.00,21.0
20/01/2017,22,498.61,168.84,0.00,20.0
20/01/2017,23,439.19,168.87,0.00,19.0
21/01/2017,0,401.25,168.79,0.00,19.0
21/01/2017,1,382.18,168.62,0.00,18.5
21/01/2017,2,372.48,168.56,0.00,17.5
21/01/2017,3,366.97,168.53,0.00,16.5
21/01/2017,4,376.50,168.54,0.00,16.5
21/01/2017,5,392.37,168.71,0.00,17.0
21/01/2017,6,407.79,182.63,0.00,17.0
21/01/2017,7,425.24,211.77,0.00,18.5
21/01/2017,8,488.29,219.40,0.00,21.5
21/01/2017,9,525.52,230.18,0.00,24.0
21/01/2017,10,535.97,230.02,0.00,25.5
21/01/2017,11,547.52,229.85,0.00,26.5
21/01/2017,12,520.74,229.92,0.00,27.5
21/01/2017,13,505.85,229.95,0.00,27.5
21/01/2017,14,498.49,230.08,0.00,26.5
21/01/2017,15,482.27,229.87,0.00,25.5
21/01/2017,16,461.11,219.80,0.00,24.5
21/01/2017,17,484.07,192.92,0.00,23.5
21/01/2017,18,657.21,130.54,0.00,22.0
21/01/2017,19,676.05,130.64,0.00,20.5
21/01/2017,20,627.88,131.36,0.00,20.0
21/01/2017,21,554.22,128.26,0.00,20.0
21/01/2017,22,433.40,168.86,0.00,20.0
21/01/2017,23,378.72,168.71,0.00,19.0
22/01/2017,0,350.17,168.60,0.00,17.5
22/01/2017,1,360.74,138.97,0.00,17.0
22/01/2017,2,350.63,139.32,0.00,17.5
22/01/2017,3,345.32,139.30,0.00,18.0
22/01/2017,4,347.24,139.16,0.00,18.0
22/01/2017,5,365.12,138.98,0.00,17.5
22/01/2017,6,370.78,148.22,10.00,17.0
22/01/2017,7,368.51,167.80,0.00,17.5
22/01/2017,8,399.26,176.96,0.00,20.5
22/01/2017,9,430.10,179.32,0.00,23.0
22/01/2017,10,452.12,181.31,0.00,23.5
22/01/2017,11,466.16,180.62,0.00,24.5
22/01/2017,12,474.77,180.55,0.00,25.5
22/01/2017,13,477.46,180.48,0.00,25.5
22/01/2017,14,469.03,181.13,0.00,25.0
22/01/2017,15,454.90,181.00,0.00,25.0
22/01/2017,16,448.94,176.42,0.00,25.0
22/01/2017,17,459.77,176.44,0.00,24.5
22/01/2017,18,612.55,144.51,0.00,23.5
22/01/2017,19,653.48,144.28,0.00,22.5
22/01/2017,20,610.59,144.41,0.00,22.0
22/01/2017,21,556.63,110.31,0.00,21.5
22/01/2017,22,414.36,169.11,0.00,20.5
22/01/2017,23,357.97,168.73,0.00,20.0
23/01/2017,0,334.12,178.28,10.00,19.5
23/01/2017,1,329.36,169.32,12.00,19.0
23/01/2017,2,325.85,169.32,12.00,18.5
23/01/2017,3,326.07,169.32,12.00,17.5
23/01/2017,4,350.01,169.32,12.00,17.0
23/01/2017,5,396.80,168.43,0.00,18.0
23/01/2017,6,439.69,193.24,0.00,18.5
23/01/2017,7,488.02,199.15,0.00,20.0
23/01/2017,8,564.55,216.20,0.00,23.0
23/01/2017,9,614.63,219.83,0.00,25.0
23/01/2017,10,653.70,219.93,0.00,27.0
23/01/2017,11,676.50,226.12,0.00,28.5
23/01/2017,12,662.10,219.94,0.00,29.5
23/01/2017,13,689.56,220.06,0.00,30.5
23/01/2017,14,706.38,230.10,0.00,31.5
23/01/2017,15,693.72,229.88,0.00,30.5
23/01/2017,16,637.49,229.39,0.00,27.5
23/01/2017,17,571.43,225.25,0.00,24.5
23/01/2017,18,756.66,111.72,0.00,23.5
23/01/2017,19,769.13,110.32,0.00,23.0
23/01/2017,20,705.00,110.32,0.00,21.0
23/01/2017,21,620.49,110.32,0.00,19.5
23/01/2017,22,465.16,173.32,4.14,18.5
23/01/2017,23,406.16,168.49,0.00,17.5
24/01/2017,0,375.17,167.47,0.00,16.5
24/01/2017,1,361.77,168.25,0.00,16.0
24/01/2017,2,357.42,168.22,0.00,16.0
24/01/2017,3,355.74,168.16,0.00,15.5
24/01/2017,4,372.53,167.60,0.00,15.5
24/01/2017,5,429.37,167.62,0.00,16.5
